Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Exclude
Lantronix,Universal Device Server,,,00:20:4A:68:C0:8A,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:68:D8:DB,Software version V5.8.0.7 (061010) DLX,,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:68:DA:8C,Software version 04.5 (011219),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:68:DA:94,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:68:ED:F1,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:68:F5:B0,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:69:24:B4,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:C9,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:DF,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:E2,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:E7,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:EA,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:EC,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:24:F1,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:25:03,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:25:12,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:25:38,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:25:3A,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:25:A6,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:2D:8F,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:69:3A:3C,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:6A:80,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:69:AB:B5,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:72:AE:C8,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:72:F7:B9,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:73:35:38,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:38:83,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:3B:BC,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:73:4B:C5,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:73:4D:B8,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:73:72:93,Software version V5.8.0.1 (041013) U200,,
Lantronix,Secure Device Server,,,00:20:4A:73:74:34,Software version V5.8.0.1 (041014) SDS2100,,
Lantronix,Universal Device Server,,,00:20:4A:73:79:29,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:87:2C,Software version V5.8.0.7 (061010) U200,,
Lantronix,Universal Device Server,,,00:20:4A:73:8C:58,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:8F:BB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:8F:FE,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:73:90:3A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:A8:A8,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:A9:D0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:CC:4A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:73:D6:12,Software version V5.8.0.1 (041013) U200,,
Lantronix,UDS1100 Device Server,,,00:20:4A:73:E6:26,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:73:E7:7E,Software version V6.1.0.3 (060811),,
Lantronix,Universal Device Server,,,00:20:4A:74:2A:5D,Software version 04.4 (010322),,
Lantronix,Universal Device Server,,,00:20:4A:83:02:B7,Software version 05.7 (040917) VDS100,,
Lantronix,Demo Server,,,00:20:4A:83:21:F7,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:3E:1C,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:49:7E,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:4C:DB,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:72:34,Software version V04.0 (110519) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:75:D9,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:A1:07,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:A1:8A,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:A2:1B,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:A2:44,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:83:A2:DE,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:83:EE:62,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,XPress DR Industrial Device Server,,,00:20:4A:8E:DB:B8,Software version V6.1.0.1 (060404) DRIG,,
Lantronix,XPress DR Industrial Device Server,,,00:20:4A:8E:EF:DE,Software version V6.1.0.1 (060404) DRIG,,
Lantronix,Demo Server,,,00:20:4A:92:8E:B7,Software version V0.0.0.0 (111220) CPK6501+AF8-XPTEX,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:96:7C:DC,Software version V3.2.25.0 (070615),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:06:7A,Software version V6.1.0.1 (060120) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:06:C9,Software version V6.1.0.1 (060120) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:11:EB,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:12:45,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:15:96,Software version V6.1.0.1 (060120) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:18:12,Software version V6.1.0.1 (060120) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:1C:4B,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:1D:BA,Software version V6.1.0.1 (060120) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:28:50,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:30:15,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:35:E7,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:36:A7,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:39:1F,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:39:77,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:3A:18,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:3B:63,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:41:21,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:41:93,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:43:13,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:44:03,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:44:A4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:48:38,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:51:E0,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:53:6A,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:53:BA,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:6A:E6,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:6E:75,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:6F:67,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:6F:79,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:80:EC,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:87:26,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:88:6B,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:8B:17,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:9C:4F,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:A0:DB,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:A7:D6,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:B0:DC,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:B2:6E,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:BB:93,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:BD:FD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:CA:D3,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:CD:B9,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:D6:E7,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9B:E6:18,Software version V6.1.0.3 (060811),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:17:98,Software version V6.1.0.2 (060719),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:18:57,Software version V6.1.0.2 (060719),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:18:6F,Software version V6.1.0.2 (060719),,
Lantronix,SDS1101 Device Server,,,00:20:4A:9C:19:0F,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:1F:DC,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:25:8C,Software version V6.1.0.3 (060811),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:33:79,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:37:3B,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,+ACI-Press Enter for Setu+ACIAIg-UDS1100 Device Server+ACI-,,,00:20:4A:9C:37:52,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:38:A1,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:3F:41,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:3F:CE,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:3F:E6,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:41:F4,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:4C:49,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:4E:7A,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:50:E3,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:52:03,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:62:76,Software version V6.4.0.1 (061106),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:63:35,Software version V6.4.0.1 (061106),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:64:00,Software version V6.4.0.1 (061106),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:6D:8B,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:6E:86,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:78:78,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:78:EE,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:79:33,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:9C:7D:11,Software version V3.2.0.0 (071005) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:81:04,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:81:92,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:63,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:96,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:9D,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:B3,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:B8,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:D6,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:82:EE,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:83:02,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:83:3E,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:85:86,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:85:9E,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:86:46,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:87:99,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:88:56,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:88:F9,Software version V6.4.0.0 (061102) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:8F:D3,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:90:33,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:90:57,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:90:91,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:91:4F,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:92:01,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:92:58,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:92:C0,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:92:D2,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:93:C3,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:93:CC,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:94:D5,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:95:4D,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:9C:96:4C,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9A:A6,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9B:86,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9C:60,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9D:35,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9F:A9,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:9F:AC,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A0:35,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A0:C9,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A1:72,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A1:7E,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:07,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:71,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:9A,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:AD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:B1,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A2:FD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:A3:1B,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:AE:74,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:B1:BD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:CC:61,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:CE:02,Software version V6.5.0.0 (070402),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:CF:2E,Software version V6.5.0.0 (070402),,
Lantronix,UDS2100 Device Server,,,00:20:4A:9C:CF:AD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:DB:4F,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:DD:B6,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:E7:A1,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:EA:24,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:F7:78,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:9C:FE:5E,Software version V6.11.0.0 (150508),,
Lantronix,Demo Server,,,00:20:4A:9D:78:2A,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,XPress DR Industrial Device Server,,,00:20:4A:9E:70:96,Software version V6.1.0.1 (060404) DRIG,,
Lantronix,XPress DR Industrial Device Server,,,00:20:4A:9E:70:A1,Software version V6.1.0.1 (060404) DRIG,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:9E:72:EE,Software version V3.2.0.0 (080415),,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:9F:E3:85,Software version V3.2.25.0 (070615),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:13:C3,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:13:E2,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:13:FD,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:14:6B,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:15:5B,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:15:87,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:15:A0,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:15:A5,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:16:3E,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:16:47,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:A0:16:4A,Software version V6.5.0.0 (070402),,
